url,title,description
https://practicaldatascience.co.uk/data-science/how-to-calculate-operations-management-metrics-in-python,How to calculate operations management metrics in Python,"There are a range of standard metrics used in production, operations, and supply chain management. Here's how you can calculate them in Python."
https://practicaldatascience.co.uk/data-science/how-to-calculate-safety-stock-and-reorder-point,How to calculate safety stock and reorder point,Calculating the safety stock and reorder point metrics for each of your SKUs can greatly reduce the likelihood of costly stock-outs affecting your business. Here's how it's done.
https://practicaldatascience.co.uk/machine-learning/how-to-classify-customer-support-tickets-using-naive-bayes,How to classify customer support tickets using Naive Bayes,Improve the efficiency of your customer service team by creating a Naive Bayes model to classify support tickets and route them to the right person.
https://practicaldatascience.co.uk/data-science/how-to-count-indexed-pages-using-python,How to count indexed pages using Python,Learn how to use Python to count the number of pages a website has indexed in Google to help you monitor its size and growth rate.
https://practicaldatascience.co.uk/data-science/how-to-create-a-dataset-containing-all-uk-companies,How to create a dataset containing all UK companies,B2B ecommerce retailers spend large amounts on acquiring the addresses of potential customers to call. Here’s how you build a dataset on your own for free.
https://practicaldatascience.co.uk/data-science/how-to-create-a-google-search-console-anomaly-detection-model,How to detect Google Search Console anomalies,Learn how to use Python to export data from the Google Search Console API using Python and construct simple anomaly detection models to identify issues.
https://practicaldatascience.co.uk/machine-learning/how-to-create-a-naive-bayes-product-classification-model,How to create a Naive Bayes product classification model,Learn how to use NLP techniques to create a Multinomial Naive Bayes product classification model to automatically assign products to the right category.
https://practicaldatascience.co.uk/machine-learning/how-to-create-a-product-matching-model-using-xgboost,How to create a product matching model using XGBoost,Product matching algorithms find identical products on ecommerce sites so users can compare products and retailers can compare prices. Here’s to build one.
https://practicaldatascience.co.uk/data-science/how-to-create-a-uk-data-science-jobs-dataset,How to create a UK data science jobs dataset,Want to analyse the data science and data engineering job market? Here's a quick guide to building a dataset of jobs and job requirements using Python.
https://practicaldatascience.co.uk/data-science/how-to-create-targeted-b2b-company-sector-datasets,How to create targeted B2B company sector datasets,"Learn how to create targeted B2B company datasets for free using Python, Pandas, and Companies House data."
https://practicaldatascience.co.uk/data-science/how-to-engineer-customer-purchase-latency-features,How to engineer customer purchase latency features,Learn how to engineer customer purchase latency features based on the time between each customer's orders so you can improve your model performance.
https://practicaldatascience.co.uk/machine-learning/how-to-find-spelling-and-grammar-issues-on-product-pages,How to find spelling and grammar issues on product pages,Spelling and grammar issues on product detail pages can make your site look unprofessional. Here’s how you can use Pandas and LanguageTool to find them.
https://practicaldatascience.co.uk/data-science/how-to-identify-seo-keywords-using-google-autocomplete,How to identify SEO keywords using Google Autocomplete,Learn how to use Python to identify the most popular SEO keywords linked to your search term by scraping the output of Google's Autocomplete feature.
https://practicaldatascience.co.uk/data-science/how-to-join-google-analytics-and-google-search-console-data,How to join Google Analytics and Google Search Console data,Learn how to use Python to connect your Google Search Console API data to your Google Analytics Reporting API data using Pandas and GAPandas.
https://practicaldatascience.co.uk/machine-learning/how-to-perform-time-series-decomposition,How to perform time series decomposition,Time series decomposition lets you separate the trend and seasonality in your data so you can see what's happening beneath. Here's how it's done.
https://practicaldatascience.co.uk/data-science/how-to-scrape-google-search-results-using-python,How to scrape Google search results using Python,Scraping Google search results using Python can save you loads of time and give you data that aids a wide range of technical SEO and data science analyses. 
https://practicaldatascience.co.uk/data-science/how-to-scrape-people-also-ask-data-using-python,How to scrape People Also Ask data using Python,Google’s People Also Ask or PAA boxes are increasingly common for popular search terms and are worth trying to appear within. Learn how to scrape them.
https://practicaldatascience.co.uk/data-science/how-to-scrape-schemaorg-metadata-using-python,How to scrape schema.org metadata using Python,"Learn to scrape more efficiently by extracting Schema.org metadata in JSON-LD, Microdata, and OpenGraph formats using Extruct and Requests."
https://practicaldatascience.co.uk/machine-learning/how-to-use-bagging-boosting-and-stacking-in-ensemble-models,"How to use bagging, boosting, and stacking in ensembles","Learn how to use ensemble models that utilise bagging, boosting, and stacking to generate better results than one model alone."
https://practicaldatascience.co.uk/data-science/how-to-use-spintax-to-create-content-and-ad-copy-in-python,How to use Spintax to create content and ad copy in Python,"Although Spintax was mainly used for the production of low quality articles, and emails from Nigerian princes, it can also use it for legitimate purposes..."
https://practicaldatascience.co.uk/data-science/how-to-analyse-product-consumption-and-repurchase-rate,How to analyse product consumption and repurchase rates,"Learn how to shape your product, content, and pricing strategy by analysing product consumption and repurchase rates by product using Pandas."
https://practicaldatascience.co.uk/machine-learning/how-to-assess-product-copy-using-eqa-models,How to assess product copy using EQA models,Learn how to use Extractive Question Answering or EQA models to assess the quality of your ecommerce product copy.
https://practicaldatascience.co.uk/data-science/how-to-assign-rfm-scores-with-quantile-based-discretization,How to assign RFM scores with quantile-based discretization,"Learn how to use quantile-based discretization and K-means clustering to assign scores to your customers based on recency, frequency, and monetary value."
https://practicaldatascience.co.uk/machine-learning/how-to-auto-generate-product-summaries-using-deep-learning,How to auto-generate product summaries using deep learning,Learn how to use Transformer models to automatically generate summaries from ecommerce product descriptions and save your copywriters days of time.
https://practicaldatascience.co.uk/data-science/how-to-calculate-clv-using-bgnbd-and-gamma-gamma,How to calculate CLV using BG/NBD and Gamma-Gamma,Calculating Customer Lifetime Value is hard to do right. Learn how to calculate CLV using the BG/NBD and Gamma-Gamma models in Python.
https://practicaldatascience.co.uk/machine-learning/how-to-classify-customer-service-emails-with-bart-mnli,How to classify customer service emails with Bart MNLI,Make your ecommerce customer service team more efficient by classifying their support emails automatically using Bart MNLI via zero-shot learning.
https://practicaldatascience.co.uk/machine-learning/how-to-create-a-non-contractual-churn-model-for-your-ecommerce-site,How to create a non-contractual churn model for ecommerce,Learn how to create a non-contractual churn model to let you predict churn and identify which customers you are about to lose unless you react.
https://practicaldatascience.co.uk/data-science/how-to-create-a-product-and-price-metadata-scraper,How to create a product and price metadata scraper,Learn how to keep tabs on your competitors' pricing by building a universal product price scraper that utilise schema.org metadata instead of custom HTML.
https://practicaldatascience.co.uk/data-science/how-to-create-content-recommendations-using-tf-idf,How to create content recommendations using TF-IDF,Learn how to use the Term-Frequency Inverse Document Frequency (TF-IDF) and cosine similarity to generate content recommendations for a classic car site.
https://practicaldatascience.co.uk/machine-learning/how-to-create-ecommerce-anomaly-detection-models,How to create ecommerce anomaly detection models,Learn how to use the Anomaly Detection Toolkit (ADTK) to identify anomalies in ecommerce data extracted from your Google Analytics account.
https://practicaldatascience.co.uk/data-science/how-to-identify-near-duplicate-content-using-lms,How to identify near duplicate content using LMS,Learn how to detect near duplicate content using the Longest Matching Subsequence (LMS) technique in Python and boost your SEO performance.
https://practicaldatascience.co.uk/machine-learning/how-to-identify-the-causes-of-customer-churn,How to identify the causes of customer churn,To improve your retention rate you first need to identify what is causing customer churn. Here’s how to Cox’s Proportional Hazards model to find out.
https://practicaldatascience.co.uk/data-science/how-to-machine-translate-product-descriptions,How to machine translate product descriptions,"Machine translation systems, such as Google Translate, make it quick and easy to bulk translate product copy and other content. Here’s how it’s done."
https://practicaldatascience.co.uk/data-science/how-to-perform-a-customer-cohort-analysis-in-pandas,How to perform a customer cohort analysis in Pandas,Cohort analysis examines differences between customers over time and is a powerful tool in guiding ecommerce acquisition strategy. Here's how it's done.
https://practicaldatascience.co.uk/data-science/how-to-segment-customers-based-on-their-value-using-rfm-and-abc,How to segment customers using RFM and ABC,Creating a value-based segmentation using RFM and ABC is a great way to tell the good customers from the bad ones. Here's how it's done.
https://practicaldatascience.co.uk/machine-learning/how-to-use-k-means-clustering-for-customer-segmentation,How to use k means clustering for customer segmentation,K means clustering is the most widely used unsupervised learning algorithm and is well-suited to customer segmentation models. Here’s how you can use it.
https://practicaldatascience.co.uk/machine-learning/how-to-use-the-isolation-forest-model-for-outlier-detection,How to use the Isolation Forest model for outlier detection,Learn how to use the Isolation Forest or iForest algorithm for automated outlier detection in machine learning. 
https://practicaldatascience.co.uk/data-science/how-to-use-ecommercetools-for-technical-seo,How to use EcommerceTools for technical SEO,"The EcommerceTools package lets you check SERPs, examine robots.txt files, analyse Core Web Vitals, and much more. Here's how to use it."
https://practicaldatascience.co.uk/data-science/how-to-quickly-segment-your-customers-using-ecommercetools,How to segment your customers using EcommerceTools,EcommerceTools makes it quick and easy to segment your customers using a range of powerful techniques and predict their future behaviour and value.
https://practicaldatascience.co.uk/data-science/how-to-create-monthly-google-analytics-reports-in-pandas,How to create monthly Google Analytics reports in Pandas,Here's how you can use GAPandas to create monthly marketing and ecommerce reports of your data in Pandas via the Google Analytics API.
https://practicaldatascience.co.uk/data-science/how-to-create-pdf-reports-in-python-using-pandas-and-gilfoyle,How to create PDF reports in Python using Pandas and Gilfoyle,"To save time, I created a Python package for generating PDF reports and presentations. Here's how you can use it to create automated ecommerce and marketing reports."
https://practicaldatascience.co.uk/data-science/15-ways-you-can-use-data-science-to-boost-ecommerce-performance,15 ways you can use data science to boost ecommerce performance,"There are dozens of use cases for ecommerce data science, covering everything from segmentation to uplift modeling. Here's a selection of 15 of the best."
https://practicaldatascience.co.uk/data-science/how-to-create-a-simple-product-recommender-system-in-pandas,How to create a simple product recommender system in Pandas,Collaborative filtering is so easy to use to create product recommendations that you can perform the entire process in Pandas. Here's how...
https://practicaldatascience.co.uk/machine-learning/how-to-create-time-series-forecasts-with-neural-prophet,How to make time series forecasts with Neural Prophet,The Neural Prophet time series forecasting model was developed by Facebook and is a powerful tool for predicting future events.
https://practicaldatascience.co.uk/data-science/how-to-scrape-google-results-in-three-lines-of-python-code,How to scrape Google results in three lines of Python code,Here's a quick and easy way to scrape Google search engine results into a Pandas dataframe in just three lines of Python code...
https://practicaldatascience.co.uk/machine-learning/how-to-create-a-basic-marketing-mix-model-in-scikit-learn,How to create a basic Marketing Mix Model in scikit-learn,Marketing Mix Models (MMMs) let you test what marketing results you'll get from changing the amount you spend on marketing activity. Here's how to build one.
https://practicaldatascience.co.uk/data-science/how-to-identify-internal-and-external-links-using-python,How to identify internal and external links using Python,Python is a powerful tool for identifying internal linking opportunities that help you improve SEO and reduce bounce rate. Here's how to apply it.
https://practicaldatascience.co.uk/data-science/19-python-seo-projects-that-will-improve-your-site,19 Python SEO projects that will improve your site,Using Python for SEO is really catching on. There are loads of powerful ways you can use the language to improve your site and make your work more efficient. Here are 19 of the best.
https://practicaldatascience.co.uk/machine-learning/how-to-auto-generate-meta-descriptions-with-ecommercetools,How to auto-generate meta descriptions with EcommerceTools,Save yourself days of work by using deep learning to generate missing meta descriptions using the Bart text summarisation feature in EcommerceTools.
https://practicaldatascience.co.uk/data-science/how-to-read-an-rss-feed-in-python,How to read an RSS feed in Python,"Learn how to use Requests-HTML to read an RSS feed in Python, parse the feed contents, and write the text to a Pandas dataframe."
https://practicaldatascience.co.uk/about,About me,"The Practical Data Science website is written by Matt Clarke, a Digital Director and specialist in ecommerce, and marketing science."
https://practicaldatascience.co.uk/data-science-courses,Data science courses,Browse our curated selection of hundreds of free and paid data science courses from the world's top providers.
https://practicaldatascience.co.uk/,Practical Data Science,Practical Data Science provides articles and tutorials on data science and machine learning in Python to help you get better at your day job.
https://practicaldatascience.co.uk/search,Search,"Search the Practical Data Science blog for hundreds of free tutorials on data science, machine learning, and data engineering."
https://practicaldatascience.co.uk/sitemap,Sitemap,"Here's the full list of our articles, tutorials, and code examples on data science, machine learning, and data engineering."
https://practicaldatascience.co.uk/tag/python/,Articles and tutorials on Python programming for data science,Articles and tutorials on Python programming for data science
https://practicaldatascience.co.uk/tag/best-practice/,Articles and tutorials on data science best practice,Articles and tutorials on data science best practice
https://practicaldatascience.co.uk/tag/feature-engineering/,Articles and tutorials on feature engineering,Articles and tutorials on feature engineering for machine learning
https://practicaldatascience.co.uk/tag/pandas/,Articles and tutorials on data science with Pandas,Articles and tutorials on data science with Pandas
https://practicaldatascience.co.uk/tag/time-series/,Articles and tutorials on time series data science,Articles and tutorials on time series data science
https://practicaldatascience.co.uk/tag/numpy/,Articles and tutorials on data science with Numpy,Articles and tutorials on data science with Numpy
https://practicaldatascience.co.uk/tag/scikit-learn/,Articles and tutorials on data science with scikit-learn,Articles and tutorials on data science with scikit-learn
https://practicaldatascience.co.uk/tag/xgboost/,Articles and tutorials on machine learning with XGBoost,Articles and tutorials on machine learning with XGBoost
https://practicaldatascience.co.uk/tag/datasets/,Articles and tutorials on datasets,Articles and tutorials on datasets
https://practicaldatascience.co.uk/tag/google-analytics/,Articles and tutorials on Google Analytics and data science,Articles and tutorials on Google Analytics and data science
https://practicaldatascience.co.uk/tag/web-analytics/,Articles and tutorials on web analytics,Articles and tutorials on web analytics
https://practicaldatascience.co.uk/tag/marketing-science/,Articles and tutorials on data science for marketing,Articles and tutorials on data science for marketing
https://practicaldatascience.co.uk/tag/tensorflow/,Articles and tutorials on data science with TensorFlow,Articles and tutorials on data science with TensorFlow
https://practicaldatascience.co.uk/tag/natural-language-processing/,Articles and tutorials on natural language processing,Articles and tutorials on natural language processing
https://practicaldatascience.co.uk/tag/image-recognition/,Articles and tutorials on data science with image recognition,Articles and tutorials on data science with image recognition
https://practicaldatascience.co.uk/tag/technical-ecommerce/,Ecommerce data science articles and tutorials,Ecommerce data science articles and tutorials
https://practicaldatascience.co.uk/tag/web-scraping/,Articles and tutorials on web scraping,Articles and tutorials on web scraping
https://practicaldatascience.co.uk/tag/customer-experience/,Articles and tutorials on customer experience data science,Articles and tutorials on customer experience data science
https://practicaldatascience.co.uk/tag/ubuntu/,Articles and tutorials on data science with Ubuntu,Articles and tutorials on data science with Ubuntu
https://practicaldatascience.co.uk/tag/docker/,Articles and tutorials on data science using Docker,Articles and tutorials on data science using Docker
https://practicaldatascience.co.uk/tag/sql/,Articles and tutorials on SQL for data science,Articles and tutorials on SQL for data science
https://practicaldatascience.co.uk/tag/google-cloud-platform/,Articles and tutorials on data science with Google Cloud Platform,Articles and tutorials on data science with Google Cloud Platform
https://practicaldatascience.co.uk/tag/operations-management/,Articles and tutorials on data science in operations management,Articles and tutorials on data science in operations management
https://practicaldatascience.co.uk/tag/technical-seo/,Articles and tutorials on technical SEO with Python,Articles and tutorials on technical SEO with Python
https://practicaldatascience.co.uk/tag/data-visualisation/,Articles and tutorials on data visualisation,Articles and tutorials on data visualisation
https://practicaldatascience.co.uk/data-science/,Python data science tutorials and articles,Articles and tutorials on data science using Python
https://practicaldatascience.co.uk/machine-learning/,Python machine learning tutorials and articles,Articles and tutorials on machine learning using Python
https://practicaldatascience.co.uk/data-engineering/,Data engineering articles and tutorials,Articles and tutorials on data engineering
https://practicaldatascience.co.uk/page2/,Practical Data Science,Practical Data Science provides articles and tutorials on data science and machine learning in Python to help you get better at your day job.
https://practicaldatascience.co.uk/page3/,Practical Data Science,Practical Data Science provides articles and tutorials on data science and machine learning in Python to help you get better at your day job.
https://practicaldatascience.co.uk/page4/,Practical Data Science,Practical Data Science provides articles and tutorials on data science and machine learning in Python to help you get better at your day job.
https://practicaldatascience.co.uk/page5/,Practical Data Science,Practical Data Science provides articles and tutorials on data science and machine learning in Python to help you get better at your day job.
https://practicaldatascience.co.uk/page6/,Practical Data Science,Practical Data Science provides articles and tutorials on data science and machine learning in Python to help you get better at your day job.
https://practicaldatascience.co.uk/page7/,Practical Data Science,Practical Data Science provides articles and tutorials on data science and machine learning in Python to help you get better at your day job.
https://practicaldatascience.co.uk/page8/,Practical Data Science,Practical Data Science provides articles and tutorials on data science and machine learning in Python to help you get better at your day job.
https://practicaldatascience.co.uk/assets/files/marketing.pdf,,
